[Agent] Initializing Recorder...
[IdentityMapper] All maps cleared for new trace.
[Agent] Found Agent at: /home/lex/enxing_fyp/capture_and_replay/libs/trace-capture-agent.jar
[Agent] Found Common at: /home/lex/enxing_fyp/capture_and_replay/libs/trace-common.jar
[Agent] Instrumentation active. Recording started.
[OBJECT-COORD] epoch=1, localSeq=1, role=1, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=14, localSeq=10, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=15, localSeq=11, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=15, localSeq=14, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=16, localSeq=12, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=16, localSeq=15, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=16, localSeq=13, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=17, localSeq=16, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=18, localSeq=14, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=18, localSeq=17, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=19, localSeq=18, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=18, localSeq=15, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=19, localSeq=19, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=20, localSeq=16, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=21, localSeq=20, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=21, localSeq=17, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=21, localSeq=21, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=22, localSeq=18, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=23, localSeq=22, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=23, localSeq=19, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=23, localSeq=23, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=24, localSeq=20, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=25, localSeq=24, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=25, localSeq=21, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=25, localSeq=25, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=26, localSeq=22, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=27, localSeq=23, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=27, localSeq=26, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=28, localSeq=24, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=28, localSeq=27, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=28, localSeq=25, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=29, localSeq=28, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=30, localSeq=26, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=30, localSeq=27, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=31, localSeq=28, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=30, localSeq=29, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=31, localSeq=29, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=32, localSeq=30, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=33, localSeq=30, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=33, localSeq=31, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=33, localSeq=31, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=34, localSeq=32, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=35, localSeq=32, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=35, localSeq=33, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=35, localSeq=33, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=36, localSeq=34, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=37, localSeq=35, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=37, localSeq=34, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=38, localSeq=36, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=38, localSeq=35, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=38, localSeq=37, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=40, localSeq=38, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=39, localSeq=36, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=40, localSeq=39, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=41, localSeq=40, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=41, localSeq=41, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=40, localSeq=37, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=42, localSeq=42, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=43, localSeq=38, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=43, localSeq=39, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=43, localSeq=43, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=44, localSeq=40, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=45, localSeq=44, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=45, localSeq=41, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=45, localSeq=45, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=46, localSeq=42, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=47, localSeq=43, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=47, localSeq=46, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=48, localSeq=44, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=48, localSeq=47, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=48, localSeq=45, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=49, localSeq=48, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=50, localSeq=46, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=50, localSeq=49, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=50, localSeq=47, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=51, localSeq=50, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=52, localSeq=48, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=52, localSeq=51, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=52, localSeq=49, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=53, localSeq=52, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=54, localSeq=50, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=54, localSeq=53, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=54, localSeq=51, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=55, localSeq=54, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=56, localSeq=52, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=56, localSeq=55, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=56, localSeq=53, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=57, localSeq=56, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=58, localSeq=54, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=58, localSeq=55, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=58, localSeq=57, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=59, localSeq=56, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=60, localSeq=58, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=60, localSeq=57, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=60, localSeq=59, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=61, localSeq=58, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=62, localSeq=60, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=62, localSeq=59, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=63, localSeq=60, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=62, localSeq=61, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=63, localSeq=61, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=64, localSeq=62, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=65, localSeq=62, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=65, localSeq=63, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=65, localSeq=63, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=66, localSeq=64, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=67, localSeq=64, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=67, localSeq=65, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=67, localSeq=65, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=68, localSeq=66, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=68, localSeq=67, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=69, localSeq=66, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=70, localSeq=68, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=70, localSeq=67, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=70, localSeq=69, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=71, localSeq=68, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=72, localSeq=69, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=72, localSeq=70, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=73, localSeq=71, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=73, localSeq=70, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=74, localSeq=72, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=74, localSeq=71, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=74, localSeq=73, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=75, localSeq=72, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=76, localSeq=74, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=76, localSeq=73, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=76, localSeq=75, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=77, localSeq=74, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=78, localSeq=76, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=78, localSeq=75, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=78, localSeq=77, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=79, localSeq=76, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=80, localSeq=78, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=80, localSeq=77, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=81, localSeq=78, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=80, localSeq=79, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=81, localSeq=79, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=82, localSeq=80, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=83, localSeq=80, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=83, localSeq=81, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=83, localSeq=81, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=84, localSeq=82, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=85, localSeq=83, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=85, localSeq=82, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=86, localSeq=83, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=87, localSeq=84, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=86, localSeq=84, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=87, localSeq=85, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=88, localSeq=86, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=87, localSeq=85, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=88, localSeq=87, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=89, localSeq=86, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=90, localSeq=88, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=90, localSeq=87, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=90, localSeq=89, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=91, localSeq=88, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=92, localSeq=90, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=92, localSeq=91, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=93, localSeq=92, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=93, localSeq=93, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=93, localSeq=89, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=94, localSeq=94, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=95, localSeq=90, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=95, localSeq=95, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=96, localSeq=96, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=95, localSeq=91, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=96, localSeq=97, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=97, localSeq=98, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=97, localSeq=99, role=2, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=98, localSeq=100, role=2, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=99, localSeq=92, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=99, localSeq=93, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=101, localSeq=94, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[SYNC] epoch=100, localSeq=6, thread=1, roleId=1, event=THREAD_WAKEUP(13), lock=null, lockSiteId=0, lockCount=0, siteId=10
[OBJECT-COORD] epoch=101, localSeq=95, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[SYNC] epoch=101, localSeq=7, thread=1, roleId=1, event=THREAD_JOIN(10), lock=Thread@2957fcb0, lockSiteId=4, lockCount=1, siteId=11
[OBJECT-COORD] epoch=102, localSeq=96, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=102, localSeq=97, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=103, localSeq=98, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=103, localSeq=99, role=3, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[OBJECT-COORD] epoch=104, localSeq=100, role=3, event=WRITE, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
[SYNC] epoch=105, localSeq=8, thread=1, roleId=1, event=THREAD_WAKEUP(13), lock=null, lockSiteId=0, lockCount=0, siteId=12
[OBJECT-COORD] epoch=105, localSeq=9, role=1, event=READ, field=java/lang/System.out, fieldId=2, isStatic=true, isVolatile=false
[App] Done.
[OBJECT-COORD] epoch=105, localSeq=10, role=1, event=READ, field=java/lang/System.out, fieldId=2, isStatic=true, isVolatile=false
[OBJECT-COORD] epoch=105, localSeq=11, role=1, event=READ, field=Main.x, fieldId=1, isStatic=true, isVolatile=true
Final value of x: -7
